# n,energy,berry,bcd_x,bcd_y,qmd_x,qmd_y,stable
0.00000384375,0,-0.0000000000000006571732678498682,0.00000000000000000000000001705851310377382,0.0000000000000000000000000000004622231866529366,-0.000000000000000000000000000000677927340424307,-0.000000000000000000000000012162484873374543,FmTmd
0.006666666666666667,0,-0.000003969765876334397,-0.000000000000000000011248017570278431,-0.000000000000000000009767099060508378,0.000000000000000000003933567698497349,-0.00000000000000000000965690056027237,FmTmd
0.013333333333333334,0,-0.00002953221734249572,-0.000000000000000000027411446572669647,-0.00000000000000000003132219993870217,0.0000000000000000000051182359029396815,0.000000000000000000007456602911620995,FmTmd
0.02,0,-0.00009914079026420377,-0.00000000000000000035014778506734385,-0.00000000000000000005509727702045325,-0.000000000000000000053544732327141697,0.00000000000000000015952523648620256,FmTmd
0.02666666666666667,0,-0.0002423303451778298,-0.0000000000000000005326413876490716,0.00000000000000000008194482886908794,0.00000000000000000013741426935871338,-0.00000000000000000018910571425228817,FmTmd
0.03333333333333333,0,-0.00047478933995460004,0.0000000000000000010230459682209866,0.00000000000000000010774850585465175,0.00000000000000000016772667622820214,-0.0000000000000000008422158419084704,FmTmd
0.04,0,-0.0006853885265715729,-0.00000000000000000001985176867228625,0.00000000000000000008309950366218316,0.00000000000000000015300953568952654,-0.00000000000000000033940025511176144,FmTmd
0.04666666666666667,0,-0.0009019740633647142,-0.00000000000000000020125865219449425,-0.000000000000000000079102816739305,-0.000000000000000000227074442357508,0.0000000000000000008580508121759803,FmTmd
0.05333333333333334,0,-0.001160356020844227,0.0000000000000000008933944428107623,-0.0000000000000000012549444622725793,-0.0000000000000000005382595741835834,-0.0000000000000000012487532543879145,FmTmd
0.06,0,-0.001465037656036015,0.0000000000000000035931124128632586,0,-0.00000000000000000036743695785103897,-0.000000000000000000887018162337838,FmTmd
0.06666666666666667,0,-0.0018161795989387424,0.0000000000000000016709307086478406,0.00000000000000000022704361230830984,0.00000000000000000005676090307707746,-0.00000000000000000020822291346555183,FmTmd
0.07333333333333333,0,-0.0022168659876030776,0.000000000000000006869763798152144,0.0000000000000000018114914799234968,0.0000000000000000004528728699808742,-0.000000000000000003275617467538988,FmTmd
0.08,0,-0.002670330750613375,-0.00000000000000000027443229209790715,0.0000000000000000026788743574329525,0.0000000000000000006697185893582381,-0.0000000000000000010458076007516335,FmTmd
0.08666666666666667,0,-0.003180091454761087,-0.0000000000000000007393130990375504,-0.00000000000000000014206687287399636,-0.00000000000000000027011551182484947,0.0000000000000000017665000690091997,FmTmd
0.09333333333333334,0,-0.0037498075798955964,0.0000000000000000014825766809451381,-0.0000000000000000006622900903361587,-0.0000000000000000011354700843985656,-0.0000000000000000032214929214555815,FmTmd
0.1,0,-0.004383558163929667,0.000000000000000004065488881447349,0,0.00000000000000000018906221675173225,-0.000000000000000002509708228575684,FmTmd
0.10666666666666667,0,-0.005085567363627424,0.000000000000000007584472284708726,0,0.000000000000000000217829019035062,0,FmTmd
0.11333333333333333,0,-0.005861259264359955,-0.000000000000000005255534653814975,0.0000000000000000013929152033699009,-0.000000000000000004178745610109703,0.000000000000000003134059207582277,FmTmd
0.12,0,-0.006714330091626587,0.000000000000000007507090350468631,0.000000000000000004676670336040928,-0.0000000000000000015267368528502696,0.0000000000000000027998977484237704,FmTmd
0.12666666666666668,0,-0.007651000816486044,-0.000000000000000018799727806130193,0.000000000000000011353237514665376,0.0000000000000000014385384195372047,-0.000000000000000002009715101086006,FmTmd
0.13333333333333333,0,-0.008675793131343883,-0.000000000000000043216499504229663,-0.0000000000000000037531620654940206,0.000000000000000001734723475976807,-0.000000000000000015319066331830548,FmTmd
0.14,0,-0.009795796976282018,-0.000000000000000010910786874209144,-0.000000000000000003575978832635762,-0.000000000000000006406234500496488,-0.0000000000000000042684360570697236,FmTmd
0.14666666666666667,0,-0.011016422181355652,0.000000000000000021101949549988307,0.000000000000000019689327326835987,-0.0000000000000000019762994155951714,0.00000000000000003044161538484544,FmTmd
0.15333333333333332,0,-0.012346653224808667,-0.000000000000000015787061468956398,0.00000000000000001081534258389867,0.000000000000000009933505506483377,0.000000000000000009589371267969146,FmTmd
0.16,0,-0.013790437773365794,-0.00000000000000010558464498075705,-0.000000000000000002910513517118627,0.00000000000000000041920007612624067,0.00000000000000004530046690557758,FmTmd
0.16666666666666666,0,-0.015359804913391562,-0.000000000000000005297172446435098,0.00000000000000001303696678457079,0,0.000000000000000030331120114849384,FmTmd
0.17333333333333334,0,-0.017059098731282092,0.00000000000000000486790336553746,-0.000000000000000025065439116485223,0.0000000000000000032452689103583065,-0.000000000000000007830293377514806,FmTmd
0.18,0,-0.018901361702637443,-0.00000000000000005969604951215102,-0.000000000000000008760389291702637,0.000000000000000025630497663200937,0.00000000000000006715533663350478,FmTmd
0.18666666666666668,0,-0.020891870400095942,0.00000000000000004415763663798926,-0.000000000000000013054289944191002,0.00000000000000000940938749477759,-0.00000000000000001408013311711202,FmTmd
0.19333333333333333,0,-0.023045832736005162,-0.0000000000000000170106977392041,-0.0000000000000000021868192043659128,-0.00000000000000000182933254867918,-0.000000000000000027482223215083175,FmTmd
0.2,0,-0.0253722233117622,0.00000000000000003779921106423038,0.00000000000000002208775476218013,0.000000000000000015857338464954,-0.000000000000000013950728889266332,FmTmd
0.20666666666666667,0,-0.027884597234947676,0.00000000000000003235359011216516,0.0000000000000000020249521499703944,0.0000000000000000002321829391948711,-0.000000000000000002689153816163288,FmTmd
0.21333333333333335,0,-0.03059701888187053,-0.000000000000000025280524020011994,0.000000000000000030826174807473564,0.000000000000000011943640451783168,0.0000000000000000023603167944612995,FmTmd
0.22,0,-0.03351883538426143,0.0000000000000003246431405914259,0.000000000000000006161416654762363,0.000000000000000012334513577204038,-0.0000000000000001067987387967758,FmTmd
0.22666666666666666,0,-0.03666714448584832,0.00000000000000033953448945459527,-0.000000000000000009690885873627172,0.000000000000000006938893903907228,-0.00000000000000009720692437662365,FmTmd
0.23333333333333334,0,-0.04005714571602361,0.00000000000000023318615440397383,0.00000000000000004061078469589237,-0.000000000000000002432825641298703,-0.000000000000000021507762585491626,FmTmd
0.24,0,-0.04370701680934222,0.0000000000000002852922949874192,0.00000000000000006533584515805079,-0.000000000000000006416855129991503,-0.00000000000000006859129411184945,FmTmd
0.24666666666666667,0,-0.04763589264346154,0.00000000000000015679929618060312,-0.0000000000000000061399411337712844,0.00000000000000000873600209360676,-0.0000000000000001269970735203838,FmTmd
0.25333333333333335,0,-0.05185770769768165,0.00000000000000005886576074948889,-0.00000000000000006222037026771996,0.000000000000000007563880834064423,-0.00000000000000001808705912364781,FmTmd
0.26,0,-0.056405866832118234,0.0000000000000000015536893212546408,0.000000000000000050850083267493905,-0.000000000000000026201886294374272,-0.00000000000000004370494918511622,FmTmd
0.26666666666666666,0,-0.0613222417614426,0.00000000000000003806142385894184,-0.00000000000000005867312034556767,0.000000000000000010305848243312924,-0.00000000000000009238192856869915,FmTmd
0.2733333333333333,0,-0.06664301995733354,0.000000000000000009035625025785564,-0.00000000000000001505937504297594,0.000000000000000035609613406252994,-0.00000000000000012430929665274936,FmTmd
0.28,0,-0.07237159034968328,0.00000000000000002235470845738808,0.000000000000000008941883382955231,0.0000000000000000058658298916224455,0.0000000000000000022892665700911273,FmTmd
0.2866666666666667,0,-0.014929336321648664,0.24885445292896702,-0.4310296240727693,3.543464376856289,-2.045820302248502,TwinTmd
0.29333333333333333,0,-0.014010298846716106,0.29582739953906173,-0.5123894824495888,3.92634649249483,-2.266874720331597,TwinTmd
0.3,0,-0.0045131993223406115,0.28628418227807834,-0.4958600924576612,5.3205333032310484,-3.071804490612884,TwinTmd
0.30666666666666664,0,0.007099371659006719,0.2992311232345342,-0.5182844677592391,6.831444849265258,-3.944141260364053,TwinTmd
0.31333333333333335,0,0.023355305288633724,0.3254508497021598,-0.5636958421892194,7.825199231619695,-4.517899571249148,TwinTmd
0.32,0,0.03866977699223478,0.3305827873457241,-0.5725859499933545,8.44843668922009,-4.877721951779159,TwinTmd
0.32666666666666666,0,0.04769693736372433,0.2877063244715089,-0.49832382920603835,8.118465715209302,-4.68722597098708,TwinTmd
0.3333333333333333,0,0.05605866920997428,0.23970072991908323,-0.41517281849831333,7.523622794804654,-4.343797946367162,TwinTmd
0.34,0,0.05790658555171934,0.21624909583174673,-0.37454996336824553,7.351162404714307,-4.244200399595266,TwinTmd
0.3466666666666667,0,0.05962261442406042,0.18987174677561588,-0.32886530727946733,7.408530016963837,-4.277320837754616,TwinTmd
0.35333333333333333,0,0.06148780834812949,0.15793199956917064,-0.27354645423602875,7.614598739396389,-4.396293021570939,TwinTmd
0.36,0,0.06344542601929104,0.12051016639464229,-0.20873019995034017,7.933550906827801,-4.580429781915346,TwinTmd
0.36666666666666664,0,0.06524345404244775,0.07939660947158948,-0.13751771516451727,8.365012996375404,-4.8295238826587115,TwinTmd
0.37333333333333335,0,0.06572429135592096,0.038052482498339424,-0.06590822959512554,9.000815741780348,-5.196634967916761,TwinTmd
0.38,0,0.06304949050963184,0.009721410943886885,-0.01683940548503223,9.923598993929337,-5.729432764918456,TwinTmd
0.38666666666666666,0,0.05176664063867464,0.05501100034805612,-0.0952885742140403,11.509624258483038,-6.6451559891075815,TwinTmd
0.3933333333333333,0,0.026956640766495947,0.2290242008260189,-0.39669858543632197,14.099013092127175,-8.140178894084778,TwinTmd
0.4,0,-0.7492627808231226,55.02424786564633,-95.3946833239292,74.1084867119508,-42.72225270588193,TwinTmd
0.4066666666666667,0,-0.33563818374989346,-0.0000000000000029283353847294166,0.00000000000000007378461544019109,0,0.0000000000000015469023988818977,FmTmd
0.41333333333333333,0,-0.36474431046728284,-0.0000000000000013709578099655119,0.0000000000000001469728380151593,-0.000000000000000005051402551821964,0.0000000000000008786799014960671,FmTmd
0.42,0,-0.39816786430906714,0.00000000000000017850310352568925,0.00000000000000006470057712182121,-0.00000000000000007818230112367806,0.0000000000000003393395245286284,FmTmd
