# n,energy,berry,bcd_x,bcd_y,qmd_x,qmd_y
0.0000007291666666666667,0,0.00000002183338444483985,0.0000000007437432245506735,0.000000000015382231837699098,0.0000000001471842019488098,0.0000000005927706809533744
0.006666666666666667,0,0.0002469983771050962,0.0003397090186003465,0.000000000003665605170843518,0.000000000031532145521115195,0.00007839673024098568
0.013333333333333334,0,0.0005102627968890126,0.0009250389631664693,-0.0000000000030369941580037418,0.000000000019414797708800553,0.00017779391932178055
0.02,0,0.0007888130893598696,0.0016806802067564069,-0.00000000000122197529131281,-0.000000000009438444201516386,0.00029499372822533465
0.02666666666666667,0,0.001083230133794342,0.002568057557726414,-0.0000000000060439256120886925,-0.00000000001486378728130716,0.000421971679048383
0.03333333333333333,0,0.0013941992636818364,0.003558539079903204,0.0000000000019556296848528605,0.000000000018669811310266316,0.0005511366095584848
0.04,0,0.0017223620538340185,0.00462676021780117,0.000000000014216362086921603,-0.000000000050127337257459507,0.000674650384851468
0.04666666666666667,0,0.002068823801402288,0.005749405797610564,-0.00000000004296187653568564,-0.00000000005988213910936476,0.0007835376324460864
0.05333333333333334,0,0.002435115641303818,0.006901475293801364,-0.000000000004334277689409993,0.00000000004217865456268792,0.0008666317772324827
0.06,0,0.002820825440748443,0.00805634885809949,-0.000000000015173772609779,-0.00000000009051964798110632,0.0009144554018361975
0.06666666666666667,0,0.0032267265239833286,0.009189839299091927,0.000000000008549327658574422,0.00000000002237458709467104,0.0009150600650548391
0.07333333333333333,0,0.0036537199766599254,0.01027740062967802,0.000000000008670814300104353,-0.000000000024256741362431174,0.0008547234242129375
0.08,0,0.004102756120622846,0.011293628937178628,0.0000000000039160508406590364,-0.0000000000006300064055178177,0.0007174942048766424
0.08666666666666667,0,0.004574842484451058,0.012211788684338379,-0.000000000013136175862797925,0.00000000002113150042369057,0.0004847479783585245
0.09333333333333334,0,0.0050710401598628736,0.013004190896856801,-0.000000000012405419199527868,-0.000000000011130695975338352,0.00013450280049226717
0.1,0,0.005592494367884582,0.013641743370549466,0.00000000001639175005090544,-0.000000000013935007200413919,-0.0003593233867893742
0.10666666666666667,0,0.006140772761152523,0.014093890301127478,0.000000000010309386859211707,0.00000000007398588399315106,-0.0010278940012892672
0.11333333333333333,0,0.006717201328605925,0.014328471248833954,-0.000000000014059564980092548,-0.00000000006209387178700203,-0.0019084116694567375
0.12,0,0.007323638048477805,0.014312017986456992,0.00000000002669263160986828,-0.00000000006797355532010976,-0.0030455904502856867
0.12666666666666668,0,0.007961938883591993,0.014010023418286801,0.000000000050386633370792674,0.000000000009564096489414077,-0.004493326232246713
0.13333333333333333,0,0.00863434956802047,0.013387621463922335,0.00000000003192354816147411,-0.00000000004183659470808431,-0.006316523053867592
0.14,0,0.009343703199713007,0.012410907753100707,0.000000000013270194546381644,-0.00000000015314217989810096,-0.008593156486245347
0.14666666666666667,0,0.010092985730096586,0.011048892599497734,-0.000000000008741674638488102,-0.00000000022413448146853402,-0.01141689306263782
0.15333333333333332,0,0.010885896334916377,0.009276501188145134,-0.000000000038197583589864946,-0.00000000008584696704638667,-0.014899698161352504
0.16,0,0.01172701172454002,0.0070792786479014725,-0.000000000003653225119476354,0.00000000010000782858721553,-0.019173637095215797
0.16666666666666666,0,0.012621469162354959,0.004459305193084697,0.00000000007759402341611172,0.00000000004402535563650941,-0.02439249071823383
0.17333333333333334,0,0.013575203606099881,0.0014422022894743083,-0.00000000011193292375676803,0.00000000019090491021551476,-0.030731645022548104
0.18,0,0.014596658907451642,-0.0019197422695339025,-0.000000000005527907413983443,0.0000000009799255578825715,-0.038409492418559
0.18666666666666668,0,0.01570934241626426,-0.005519349938731405,0.00000000008313051701230157,-0.00000000010572382674594015,-0.047979509427411346
0.19333333333333333,0,0.016917916055727362,-0.009068323107562608,0.00000000011366016844669326,0.0000000011152997986378207,-0.05954267001267169
0.2,0,0.0182388681810959,-0.012215432008021792,0.000000000022944908240197162,0.0000000008475340452622133,-0.07339370736903604
0.20666666666666667,0,0.019691332159017434,-0.014505672494156074,-0.00000000008098472420501204,-0.0000000006216826132175724,-0.08978231043563628
0.21333333333333335,0,0.02129261149199817,-0.015485937854082688,-0.00000000011292877403631088,-0.000000001355278674808289,-0.108849242853156
0.22,0,0.023144124032898446,-0.013597069845836024,-0.00000000021280090170551796,0.0000000043137740240795135,-0.1318120075959213
0.22666666666666666,0,0.02536330126994892,-0.00743902617656101,0.00000000012097531441332018,-0.000000004641084157348599,-0.15850534135191646
0.23333333333333334,0,0.02790993116600368,0.0014807365953203372,0.00000000026920754562437507,-0.000000012718089532761665,-0.18581426622128944
0.24,0,0.03102740090752657,0.014115025096562539,-0.0000000005104056879695492,-0.000000004569092482255989,-0.211334902042495
