# n,energy,bc_sum,bcd_x_sum,bcd_y_sum
0.008668518518518523,-2.9941999999999998,0.00008587259940921183,0.0005652159366440799,-0.000002336902782341545
0.009280658436214,-2.992,0.00009240724286387281,0.0006056963153142407,-0.0000024236277480358268
0.00990709876543211,-2.9898,0.00009885353302256945,0.0006493837857054369,-0.000002662858967494546
0.010531224279835407,-2.9876,0.00010562059263491591,0.0006929580701531034,-0.000002952331229392738
0.011160390946502083,-2.9854,0.00011229776207423226,0.0007353550579616553,-0.0000031311243626638507
0.01178539094650209,-2.9832,0.00011909373848554666,0.0007778256853349416,-0.000003354947332198555
0.012414351851851885,-2.981,0.0001260196279585496,0.0008218871355172262,-0.000003511582046806023
0.013018981481481524,-2.9787999999999997,0.00013262046984087583,0.0008663833855901237,-0.000003709348995798906
0.013659722222222278,-2.9766,0.00014007727597229757,0.000911294852115532,-0.00000395364146498095
0.014268518518518588,-2.9743999999999997,0.00014717735438387515,0.0009513779107666062,-0.000004167587792943848
0.014887500000000092,-2.9722,0.00015402466108858204,0.0009947516491756018,-0.000004512813080715724
0.015533333333333442,-2.9699999999999998,0.00016201708003578112,0.0010401491053282292,-0.000004933537032159468
0.016192592592592734,-2.9678,0.00017016482384728384,0.0010863064986779203,-0.000005189601384686166
0.016779629629629794,-2.9656,0.00017654285428110315,0.0011306378541524756,-0.000005244497276668048
0.017416666666666858,-2.9634,0.00018336586004298803,0.0011785610776907662,-0.000005472419179055349
0.01801851851851874,-2.9612,0.00018984659040297187,0.0012249992870406344,-0.000005674825144224163
0.018662962962963194,-2.9589999999999996,0.00019857265679565415,0.0012662431663566778,-0.000005870838714519342
0.019294444444444704,-2.9568,0.00020535066566667543,0.0013148566350283102,-0.000006069814362267628
0.01990740740740769,-2.9545999999999997,0.0002115961130545145,0.0013584969750522046,-0.0000062693196692304424
0.02052037037037068,-2.9524,0.00021969278096071988,0.0014024548173198644,-0.000006460326896947431
0.021168518518518854,-2.9501999999999997,0.00022769632059854155,0.001449053753392408,-0.000006686961689434742
0.021814814814815193,-2.948,0.00023404734501999123,0.001497565325636149,-0.000006886068104227158
0.022409259259259663,-2.9457999999999998,0.00024065257870616575,0.001543760078759968,-0.0000071025204964429025
0.023066666666667117,-2.9436,0.0002501053717960763,0.0015881400078354964,-0.000007323630052894093
0.023707407407407906,-2.9414,0.0002564946632743154,0.001637782894291105,-0.0000075306108519723735
0.023707407407407906,-2.9392,0.0002564946632743154,0.001637782894291105,-0.0000075306108519723735
0.024951851851852523,-2.937,0.0002719571936286731,0.0017290764145320452,-0.000007940338555322752
0.025579629629630375,-2.9348,0.00027898438002026653,0.0017792158205794646,-0.000008155498489662957
0.026222222222223056,-2.9326,0.00028758038077071407,0.0018234386197815977,-0.000008379743381713812
0.02685185185185275,-2.9303999999999997,0.00029478428562669116,0.0018757937293805737,-0.00000859827841313406
0.027472222222223217,-2.9282,0.000301239496482295,0.0019210270836376496,-0.000008804989981423582
0.02811851851851961,-2.9259999999999997,0.0003112474044928668,0.00196297698387284,-0.000009033709455574637
0.028753703703704895,-2.9238,0.00031745655922084143,0.0020155936631585636,-0.000009218012586613167
0.029364814814816113,-2.9215999999999998,0.0003254916381806792,0.0020611442897480034,-0.000009440679900582342
0.030027777777779166,-2.9194,0.00033486296269656223,0.0021073775812110182,-0.0000096642318726755
0.030651851851853353,-2.9172,0.00034114223582239374,0.002162031746032022,-0.000009894540947379093
0.031307407407409046,-2.915,0.00035105374735581806,0.0022081327244878666,-0.000010131857751483827
0.03193888888889063,-2.9128,0.00035822120979354146,0.002257328886559443,-0.000010333741489601018
0.03257037037037223,-2.9105999999999996,0.0003676663046849746,0.002299474764370976,-0.00001057874693791959
0.033231481481483346,-2.9084,0.00037435357596130806,0.0023535835853876193,-0.000010788500568711468
0.033231481481483346,-2.9062,0.00037435357596130806,0.0023535835853876193,-0.000010788500568711468
0.03449074074074273,-2.904,0.00039201919829528087,0.002446895381028802,-0.000011225499194913648
0.035112962962965115,-2.9017999999999997,0.00039799662771984704,0.0024965144613959926,-0.000011437760886050928
0.03577962962963198,-2.8996,0.0004081198715141467,0.0025445974013342293,-0.000011689707389418156
0.03640740740740987,-2.8973999999999998,0.0004139489206450928,0.0025962048606020627,-0.00001191445740920389
0.037068518518521144,-2.8952,0.0004251128038569762,0.002641320428406738,-0.000012193089577671439
0.037703703703706376,-2.893,0.00043219538948555494,0.0026882949923665404,-0.00001237866739540825
0.038333333333336106,-2.8908,0.0004425686358471867,0.0027296242605510256,-0.000012638231434821065
0.03896666666666957,-2.8886,0.0004486591417245113,0.0027858279456167223,-0.000012859750960154692
0.03961666666666969,-2.8864,0.00045950887563314544,0.0028315262678083905,-0.000013129570922071347
0.040270370370373475,-2.8842,0.00046669252520021003,0.0028863255882205876,-0.00001333866089376114
0.04092407407407727,-2.8819999999999997,0.0004765937245999775,0.0029301910925808284,-0.000013606149867842621
0.04153518518518846,-2.8798,0.0004841580208677279,0.0029795218535465418,-0.000013813867271457962
0.04219814814815147,-2.8775999999999997,0.0004930206455862547,0.0030304343855077935,-0.000014075466932340566
0.04285925925926267,-2.8754,0.0005027336384702228,0.0030791124602106896,-0.00001430332764899222
0.04350185185185534,-2.8731999999999998,0.000511541123771694,0.0031225492452014985,-0.00001458681915991876
0.04414814814815164,-2.871,0.0005206421248741182,0.0031752252964122774,-0.000014788825767441456
0.04477222222222574,-2.8688,0.00052816615172667,0.0032208658666360705,-0.00001501738775031321
0.04544444444444805,-2.8666,0.0005386832576376209,0.0032722771945581457,-0.000015334036576479356
0.04607592592592959,-2.8644,0.0005469092162284626,0.003317141176076181,-0.000015548069319590342
0.04671851851852226,-2.8621999999999996,0.0005553790996324513,0.003364940185403671,-0.000015773387816261556
0.047370370370374275,-2.86,0.0005664462378431671,0.003408503828955176,-0.000016101670597711103
0.04803518518518916,-2.8577999999999997,0.0005743072709161136,0.003459241412604835,-0.000016319697389329672
0.04866111111111512,-2.8556,0.0005856745912715044,0.003496499689700927,-0.000016607479066500647
0.04930925925926324,-2.8533999999999997,0.0005917137142917511,0.0035561261175457884,-0.000016836163821400963
0.04998148148148551,-2.8512,0.0006041995091474831,0.0035993628231833557,-0.0000171899111074134
0.050633333333337444,-2.8489999999999998,0.0006102839299705135,0.0036489263081603673,-0.00001734982352674603
0.05127037037037447,-2.8468,0.0006230887646819167,0.00368483306266428,-0.00001765528616199951
0.05190925925926337,-2.8446,0.0006274777050569519,0.003750149164943312,-0.00001782927354161813
0.05260000000000405,-2.8423999999999996,0.0006432357461309662,0.0037877314996907514,-0.00001821530140755043
0.053205555555559565,-2.8402,0.0006464377078277415,0.003836939877430376,-0.000018343779910121948
0.05390925925926322,-2.8379999999999996,0.0006623567849360948,0.0038783548156224963,-0.000018695519855225934
0.05454814814815208,-2.8358,0.0006683015903379356,0.0039332679584870465,-0.00001898088568692656
0.05521296296296691,-2.8335999999999997,0.0006818891556765771,0.003971242010706494,-0.000019237337154086387
0.055866666666670596,-2.8314,0.0006877015639838919,0.004030211495790965,-0.00001960567940690267
0.05653888888889283,-2.8291999999999997,0.0006996774237973551,0.004071282093843762,-0.00001986910056917517
0.0571444444444484,-2.827,0.0007090120487226091,0.004107938025186331,-0.00002008062447499359
0.057842592592596546,-2.8247999999999998,0.000717497012860057,0.004160966595752151,-0.000020417552852272088
0.05848333333333725,-2.8226,0.0007312305991644741,0.004194219777710106,-0.000020781570342567577
0.059107407407411376,-2.8204,0.0007348786348175932,0.00423710799600646,-0.00002089272374453976
0.059816666666670584,-2.8182,0.0007507730438686081,0.00428528174093075,-0.000021321184770344
0.06045000000000386,-2.816,0.0007556253815878448,0.004343425101538872,-0.000021564019965298375
0.061105555555559445,-2.8137999999999996,0.0007684746058134311,0.004379042404764158,-0.000021857020801246492
0.0617685185185225,-2.8116,0.0007775279186639736,0.004432103297279119,-0.00002224493141350446
0.06245555555555946,-2.8093999999999997,0.0007906189985781982,0.004468286205400709,-0.000022428099237620823
0.06309074074074453,-2.8072,0.0008011411545289295,0.004502580272049077,-0.000022939292515956178
0.06377037037037414,-2.8049999999999997,0.0008072600345911664,0.004545706018869897,-0.000023110094945124832
0.06443703703704079,-2.8028,0.0008238135419558523,0.004587304621030137,-0.000023384948600679766
0.06507407407407775,-2.8005999999999998,0.0008265350773973074,0.004649565002880942,-0.000023734184079213064
0.06575000000000361,-2.7984,0.0008442493436263235,0.004684868767885177,-0.000024032231328105932
0.06638333333333692,-2.7962,0.0008503567470874134,0.004728523259252198,-0.000024447379654149896
0.0671037037037073,-2.7939999999999996,0.0008633422855575572,0.004753501941264071,-0.000024708761717142562
0.06773888888889247,-2.7918,0.0008797207140457745,0.004790765867368697,-0.00002523957368561976
0.06838518518518877,-2.7896,0.0008804876100086565,0.004846775289416917,-0.000025366285674880586
0.06908888888889232,-2.7874,0.0008993197344477189,0.004880820234320162,-0.000025837586960478655
0.0697203703703738,-2.7851999999999997,0.0009037345179476287,0.004919926719471453,-0.00002594439318494285
0.07042222222222569,-2.783,0.0009194413117998716,0.004957893001449167,-0.000026425607000332304
0.07107407407407754,-2.7807999999999997,0.0009312904422122143,0.005010200412294485,-0.000026928037922124222
0.07174814814815167,-2.7786,0.0009360279222369498,0.005038960283844368,-0.000027060569300327463
0.07241666666667021,-2.7763999999999998,0.0009543229104879151,0.0050808021960477255,-0.000027678581364433114
0.07305370370370719,-2.7742,0.000957921436675294,0.005124090647983751,-0.000027713955918117053
0.07374629629629978,-2.772,0.0009766343154740328,0.005154354138429701,-0.000028315562024305126
0.07442777777778112,-2.7698,0.0009838772480108852,0.0052079772303717875,-0.000028500893372290863
0.07509814814815116,-2.7676,0.0009929919845099407,0.0052314676978869375,-0.000028928961665718715
0.07577407407407677,-2.7653999999999996,0.0010103724301131541,0.005269236507685122,-0.000029543893662009863
0.07642407407407649,-2.7632,0.0010142856163985463,0.0053122771564115155,-0.000029752179163111256
0.07712962962963164,-2.7609999999999997,0.0010312370184913768,0.005334871072767391,-0.000030118735165763314
0.0777648148148165,-2.7588,0.001038643618384333,0.005372785945385537,-0.000030398751885352146
0.07846666666666792,-2.7565999999999997,0.0010493165528230287,0.0054065455027960995,-0.000030800862625440205
0.07912037037037124,-2.7544,0.0010692827394391954,0.005428633040014428,-0.00003142541979610229
0.07978703703703761,-2.7521999999999998,0.001071840201778158,0.005483162248605107,-0.00003175701207713457
0.08050185185185214,-2.75,0.0010915115553434662,0.0055166847298423,-0.00003215036678133373
0.08113888888888914,-2.7478,0.0010976893926897657,0.005540632729372352,-0.00003263211879874258
0.08113888888888914,-2.7456,0.0010976893926897657,0.005540632729372352,-0.00003263211879874258
0.08250370370370344,-2.7434,0.0011295295033187526,0.005597538483357776,-0.00003377659090361841
0.0832037037037032,-2.7412,0.0011312127441545268,0.00564817853350115,-0.00003386579202820962
0.08385740740740665,-2.739,0.0011479180596183196,0.005650045638230293,-0.00003410896865261018
0.08454629629629547,-2.7367999999999997,0.0011595253693306084,0.005710193347851073,-0.0000351017047423092
0.08521481481481372,-2.7346,0.001169304508735151,0.005709981773207324,-0.00003487217699227903
0.08591296296296169,-2.7323999999999997,0.001190011984574284,0.005746319730485326,-0.00003597156625907004
0.08659444444444285,-2.7302,0.0011907076944857413,0.005793721216455817,-0.000035867691426958766
0.08725740740740562,-2.7279999999999998,0.0012077239322789736,0.005809564569054479,-0.0000367363136249474
0.08795740740740547,-2.7258,0.0012242013130222625,0.005839581161271946,-0.000037550254415512276
0.08860555555555331,-2.7236,0.0012264929296785265,0.0058498355208379356,-0.000037367961795103856
0.08932037037036802,-2.7214,0.0012508567427585722,0.005868276465915615,-0.00003805974900425588
0.09001296296296038,-2.7192,0.0012554532129644658,0.0059113149028222544,-0.0000386200050449723
0.09067407407407138,-2.7169999999999996,0.001268563458424686,0.0059116732880265185,-0.000039020056931926454
0.09134629629629333,-2.7148,0.0012878320959716933,0.005934262069909632,-0.00003972923391331203
0.09203888888888585,-2.7126,0.0012915161644780182,0.006001359696611268,-0.00004014646732674474
0.09273518518518209,-2.7104,0.0013101004244158545,0.005993606201553035,-0.000040521802729954496
0.09343148148147822,-2.7081999999999997,0.0013246374416410324,0.006010196528607735,-0.000041876932294375235
0.09409444444444101,-2.706,0.0013283114387927875,0.006033651415220797,-0.00004115333547839908
0.09479814814814437,-2.7037999999999998,0.0013537907858922008,0.006041302194585281,-0.00004267179226919538
0.09548518518518107,-2.7016,0.0013601046782520743,0.00608593508322185,-0.000042717810510985914
0.09618518518518075,-2.6994,0.001369076890632054,0.006068804413675444,-0.000043494457616446866
0.0968574074074027,-2.6971999999999996,0.0013900311937987562,0.0061101535153106614,-0.00004417828907049484
0.09754629629629126,-2.695,0.0013969498040295812,0.0061147385864978015,-0.0000449850332585451
0.09822407407406877,-2.6928,0.0014132605352551125,0.006108512585791808,-0.00004507805695966516
0.09894814814814237,-2.6906,0.0014303111500818843,0.00611785451635027,-0.000046509606714462414
0.09963148148147534,-2.6883999999999997,0.0014370431657296974,0.006168099523694097,-0.00004627508760426496
0.10030185185184536,-2.6862,0.001457630295192083,0.006165904219498882,-0.000047632010428223166
0.10102037037036354,-2.6839999999999997,0.001466219846937318,0.006199282869034499,-0.00004803412643178755
0.10169259259258559,-2.6818,0.0014794893729461148,0.006159774014619112,-0.00004854587698055173
0.10240185185184456,-2.6795999999999998,0.0014988751076890176,0.006203688578695617,-0.000049476834073271684
0.10240185185184456,-2.6774,0.0014988751076890176,0.006203688578695617,-0.000049476834073271684
0.10380925925925126,-2.6752,0.0015188634965464399,0.00621039446561378,-0.000050575829386063195
0.10448148148147313,-2.673,0.0015468964947165157,0.006214466374526031,-0.0000522940863170776
0.10520925925925066,-2.6708,0.0015453882540403892,0.006229957364235648,-0.00005194335560234428
0.10585740740739855,-2.6685999999999996,0.001564854510408421,0.006185285781763674,-0.00005311791237302712
0.1065981481481389,-2.6664,0.0015817794503327769,0.006222595025580257,-0.000053825891019829486
0.1065981481481389,-2.6642,0.0015817794503327769,0.006222595025580257,-0.000053825891019829486
0.10797592592591587,-2.662,0.0016065991350732505,0.006233692226209226,-0.00005519371067245163
0.10866851851850831,-2.6597999999999997,0.0016227830386309654,0.0062186391843672,-0.000056743843423720915
0.1093944444444338,-2.6576,0.0016321613883859055,0.006221092416218169,-0.00005654317689848744
0.11007407407406296,-2.6553999999999998,0.0016586941336815596,0.006191688503166657,-0.000058265026053538
0.11078148148147011,-2.6532,0.0016635579944235576,0.006242141815867017,-0.000058298740688472676
0.11146574074072925,-2.651,0.0016777469913921029,0.006191004045800252,-0.000060430336820598636
0.11214583333332152,-2.6487999999999996,0.0017038664090050473,0.006168329026315493,-0.00005925681778501291
0.11291805555554331,-2.6466,0.0017093161131864383,0.006161077362806501,-0.00005774313408668942
0.1135745370370245,-2.6444,0.0017194934162182939,0.006173291496398731,-0.000055232471143306866
0.11430925925924638,-2.6422,0.001747940740393969,0.0061609660535656315,-0.000053917969360807124
0.1150162037036906,-2.6399999999999997,0.0017540857372005875,0.006143295595506114,-0.000052239886276361124
0.11572798353908131,-2.6378,0.0017703234055807759,0.006109881346701802,-0.00005251145585645896
0.116449434156365,-2.6355999999999997,0.0017906853944175247,0.006097129969785303,-0.00005187324216800128
0.11715462962961558,-2.6334,0.0017935926425609657,0.0061064352581650175,-0.000050527305086903385
0.11780895061726952,-2.6311999999999998,0.001816294206763304,0.00605268769435626,-0.00004843782531316592
0.11857629886829814,-2.6289999999999996,0.0018354863458559132,0.006070337740390287,-0.00004854348583186641
0.11928825874484103,-2.6268,0.0018447010483254448,0.006023537902859947,-0.00004684717544164432
0.11994936985595193,-2.6246,0.0018624822865211039,0.006000517394705616,-0.00004715806219392297
0.12070053703702151,-2.6224,0.0018852565432735159,0.005994866810540976,-0.000044685267767925966
0.12140976954730925,-2.6201999999999996,0.0018977309905990408,0.005945300443486566,-0.0000444211107301668
0.12209967541150653,-2.618,0.0019137135827495921,0.005880617710623608,-0.000040835682555847696
0.12209967541150653,-2.6158,0.0019137135827495921,0.005880617710623608,-0.000040835682555847696
0.12355358796294627,-2.6136,0.001941213031147332,0.005847143823579896,-0.00004030161831429488
0.12424663064792131,-2.6113999999999997,0.0019664978115614003,0.005755188489660198,-0.00003995293299493163
0.12501160994843774,-2.6091999999999995,0.0019796022915944253,0.00577730029317079,-0.00003809309943629986
0.1257229470400667,-2.6069999999999998,0.001995537502255741,0.005732461531839194,-0.000037278751313606074
0.1263923163498461,-2.6048,0.002019397500015394,0.005680693147067373,-0.00004527582271570225
0.12716482600919835,-2.6026,0.002028323808304762,0.005627399218859359,-0.00004618015406284329
0.12783932427964922,-2.6004,0.0020476198095962434,0.0056157932800343325,-0.00005096256002702809
0.12857517561404913,-2.5982,0.002072358361952409,0.005527519081236201,-0.0000498572454802408
0.12929623560209144,-2.596,0.0020819320526154835,0.005535351638568512,-0.000051411466117108655
0.1299895055176296,-2.5938,0.0020994744057746336,0.005445926050668573,-0.000051070877090102625
0.1307116962485218,-2.5915999999999997,0.002121842711886957,0.005409621692581428,-0.000055844423236923755
0.13148208705683365,-2.5894,0.0021296792158771874,0.005417275694213906,-0.00005796881829908467
0.1321644458089174,-2.5871999999999997,0.002161762685801988,0.005314391701035847,-0.00005942778463408574
0.13286577676019798,-2.585,0.002182303226271706,0.005219901239468268,-0.00006132635130916709
0.13365990753077392,-2.5827999999999998,0.002193571464525213,0.0051882248771379005,-0.0000635310161417092
0.1343246993678416,-2.5806,0.0022115582063119556,0.005173368008741569,-0.00006848843940304743
0.13504948247295379,-2.5784,0.0022378737459591005,0.005004510821005585,-0.00006780382947518178
0.1358054199651267,-2.5762,0.002243470699378402,0.0050016055560202595,-0.00007219007310349773
0.13652563885111615,-2.574,0.0022730058451469236,0.004921735718131156,-0.00007465049428471656
0.1372419541099984,-2.5717999999999996,0.0023010025081250177,0.004801776207051405,-0.00007866232740369602
0.13800481072424284,-2.5696,0.002302061613283077,0.004778870967769735,-0.00007758017735554079
0.13871973119316497,-2.5674,0.002337053058488514,0.004690236982519982,-0.00008424274751888914
0.13940689005089069,-2.5652,0.0023446076618888006,0.00454586238883322,-0.0000809666471701564
0.14018451964998238,-2.5629999999999997,0.0023596846231770767,0.004577034850770038,-0.00008581105607822154
0.14088698409482708,-2.5608,0.002390855921919491,0.004431880487893758,-0.00009238214108180612
0.1416178236866333,-2.5585999999999998,0.00240026808450106,0.004253308178687907,-0.00008884113201112401
0.142381258101603,-2.5564,0.002427361415713261,0.004261966858392517,-0.00009556477895243768
0.14309785074510287,-2.5542,0.0024483475247997753,0.004144917050497972,-0.00009549658881685726
0.1438130488341259,-2.5519999999999996,0.002466044105351845,0.003977316032330598,-0.00010104278543199608
0.14456486096606327,-2.5498,0.002478975657353804,0.00398652254752033,-0.00010327149523869236
0.14531504043581753,-2.5476,0.002510763164876283,0.003858545899577742,-0.00010568426375699819
0.1459970065406335,-2.5454,0.0025247858064110997,0.0036981986107709804,-0.00010881487350505636
0.146824310823352,-2.5431999999999997,0.002547272157705653,0.0036511235184708505,-0.00011092360228092576
0.14751871769101305,-2.541,0.0025686384371123878,0.0035392532432992592,-0.00011548562795605447
0.14820051602834564,-2.5387999999999997,0.0025798502697207946,0.003330287522444471,-0.00011718652483621928
0.14902469227758508,-2.5366,0.0026057839146943537,0.003274247910293457,-0.00012259119817439851
0.14974287838059833,-2.5343999999999998,0.002615063288828793,0.003145955244571899,-0.00011736119074193617
0.1504590323688059,-2.5321999999999996,0.0026331118496801843,0.0029547212448434563,-0.0001280166578275768
0.151237942953784,-2.53,0.002654504891400889,0.002882473090947396,-0.00012597847910251575
0.15200408714547753,-2.5278,0.0026827165275670507,0.002744615579391333,-0.00012900926944536473
0.15272250435546492,-2.5256,0.0026970329067893197,0.0025602179212906857,-0.00013028826773143627
0.1534563304055913,-2.5233999999999996,0.0027185280961240675,0.002504181946229965,-0.00013191552052032574
0.15425764837373382,-2.5212,0.002750751600130082,0.002225618172910412,-0.00013455327654885124
0.15497130809085657,-2.5189999999999997,0.0027540992227025854,0.0021405290391434822,-0.00013159098601029967
0.15572025723365027,-2.5168,0.00276978309227853,0.0020302641991854446,-0.00014135682190099505
0.15649224368609063,-2.5145999999999997,0.002795646411512958,0.00179535406486354,-0.00013937722381908847
0.15722122666306285,-2.5124,0.0028200248425609164,0.001685658161041426,-0.00014727255505347318
0.1579687167931508,-2.5101999999999998,0.0028260914627457603,0.0015251235517565575,-0.00014736211653136318
0.1587572041483432,-2.508,0.0028655469831847732,0.0013400074936385509,-0.00015647366610882854
0.1594989411692233,-2.5058,0.0028884337820706397,0.0010687587777192618,-0.00015976326361796426
0.1594989411692233,-2.5036,0.0028884337820706397,0.0010687587777192618,-0.00015976326361796426
0.1610041831891226,-2.5014,0.0029377512365635935,0.0007363772158848965,-0.00017400142362562578
0.16178186625150337,-2.4991999999999996,0.0029515034829422633,0.0004673796781563218,-0.00016696827058243287
0.1625109433037446,-2.497,0.0029561193490023688,0.0003442909391005652,-0.00017798976972150562
0.16326862191997565,-2.4947999999999997,0.002989826852493961,0.00015525965274881915,-0.00018195086565449213
0.16404103507764328,-2.4926,0.003030271998187615,-0.00012144909088378523,-0.00017085466457907237
0.16477827827700228,-2.4904,0.0030161967405542838,-0.0002688901584684024,-0.00014992789400898775
0.16554846025310083,-2.4882,0.003053190694787603,-0.0004919692179087865,-0.00013690584780272445
0.1663145388173218,-2.4859999999999998,0.0030925095642174425,-0.0007726873515272137,-0.00011696375105547827
0.16710478527917574,-2.4838,0.0031054744174314284,-0.00102155546836478,-0.00011728897293976394
0.1678388331423481,-2.4816,0.0031321522931892576,-0.001201057713342785,-0.00008143751239745074
0.16861900980081107,-2.4794,0.0031772252375030477,-0.0015196688902269085,-0.00007734926415473264
0.16940797524920082,-2.4772,0.0031831173359503978,-0.0018196968692362153,-0.00007303403925483273
0.17014957975862854,-2.4749999999999996,0.003194581508374426,-0.001968832537728029,-0.000046768198516552775
0.17091309316065073,-2.4728,0.0032417275714896384,-0.0023329045682292035,-0.00003230879918182784
0.17091309316065073,-2.4706,0.0032417275714896384,-0.0023329045682292035,-0.00003230879918182784
0.17245428459499965,-2.4684,0.003261465545696011,-0.002858944084916162,-0.000008928033521369237
0.17324042890034053,-2.4661999999999997,0.0033230036437768844,-0.003231217629611687,0.00002784185559072777
0.17324042890034053,-2.464,0.0033230036437768844,-0.003231217629611687,0.00002784185559072777
0.1747750067998142,-2.4617999999999998,0.0033449435897716794,-0.0038796731456859964,0.000060006308821677914
