# energy,bc_sum,bcd_x_sum,bcd_y_sum,n
0,-3.0755999999999997,0,0,0
0,-3.0734,0,0,0
0,-3.0711999999999997,0,0,0
0,-3.069,0,0,0
0,-3.0667999999999997,0,0,0
0,-3.0646,0,0,0
0,-3.0624,0,0,0
0,-3.0602,0,0,0
0,-3.058,0,0,0
0,-3.0557999999999996,0,0,0
0,-3.0536,0,0,0
0,-3.0513999999999997,0,0,0
0,-3.0492,0,0,0
0,-3.0469999999999997,0,0,0
0,-3.0448,0,0,0
0,-3.0425999999999997,0,0,0
0,-3.0404,0,0,0
0,-3.0382,0,0,0
0,-3.0359999999999996,0,0,0
0,-3.0338,0,0,0
0,-3.0316,0,0,0
0,-3.0294,0,0,0
0,-3.0271999999999997,0,0,0
0.00005,-3.025,-0.0000003682103503982251,0.000004529935016910884,0.0000002642790914845755
0.0006500000000000002,-3.0227999999999997,-0.000005235761433950862,0.00004395502307317663,0.0000011362749850258697
0.0012708333333333335,-3.0206,-0.000010603540160829165,0.00008235817180002488,0.0000028571263331554562
0.0018041666666666666,-3.0183999999999997,-0.000015354671355306494,0.00011450210728446168,0.0000023990352151183015
0.002420833333333333,-3.0162,-0.00002099339038201859,0.0001545284675162375,0.0000028387560339353356
0.0031124999999999985,-3.014,-0.000027561037087120422,0.00020038284567061086,0.0000030893804960717585
0.0036930555555555523,-3.0118,-0.00003270862609594963,0.0002371521155054071,0.0000015280703192453764
0.004336574074074071,-3.0096,-0.000038811616633177745,0.0002779458336645955,0.000004582757883553754
0.00491342592592592,-3.0073999999999996,-0.00004443123340018598,0.0003146183608507,0.0000027275442741230337
0.005606481481481475,-3.0052,-0.00005086734924103216,0.0003609191126765775,0.000005264093853244451
0.00619166666666666,-3.0029999999999997,-0.00005598856472240064,0.0004014418145873512,0.000007358887343218276
0.006859722222222217,-3.0008,-0.00006284273694707038,0.0004433633657913246,0.000007038135509765332
0.007436111111111105,-2.9985999999999997,-0.00006804556977953443,0.0004834291844849357,0.00000747678959066587
0.008106481481481473,-2.9964,-0.00007424192287914323,0.0005308542829681898,0.000004400842623964986
0.008781481481481475,-2.9941999999999998,-0.00008064262388595805,0.0005740295178881444,0.000006272622651106198
0.009321759259259255,-2.992,-0.00008529128154880713,0.0006140280689423101,0.0000071326513672737795
0.009936111111111104,-2.9898,-0.0000911861141054347,0.0006520082824143215,0.0000070325970404097984
0.010611574074074068,-2.9876,-0.00009811758726625128,0.0007030300226042424,0.000013178548633890087
0.01121157407407407,-2.9854,-0.00010340926345961072,0.0007355808705636754,0.000009867573599117742
0.011851388888888885,-2.9832,-0.00010952236445683914,0.0007872025539554599,0.000010641719242891213
0.012491666666666667,-2.981,-0.00011363333952832517,0.0008383777245442775,0.000013341143081121664
0.013196296296296291,-2.9787999999999997,-0.00012024038184669809,0.0008858887692800307,0.000013968681121110221
0.01369166666666667,-2.9766,-0.00012271294243306662,0.0009333206479788073,0.000014776957980654422
0.014445833333333333,-2.9743999999999997,-0.00012891193194646436,0.000977893953132545,0.0000100943750079791
0.015012499999999996,-2.9722,-0.00013404567331312737,0.001012584154508018,0.000015763330253342822
0.015699999999999992,-2.9699999999999998,-0.00014140263525948716,0.0010488154260969334,0.000019352308925173657
0.016229166666666676,-2.9678,-0.00014567767270116868,0.0011029231020595527,0.000011518349706451504
0.016904166666666692,-2.9656,-0.00015301244348007927,0.001130134088633523,0.00001806361810112633
0.017558333333333384,-2.9634,-0.00015731196140036913,0.0011864212715698278,0.000016514526581568102
0.01804583333333341,-2.9612,-0.00016145034105099305,0.001213233059071647,0.000017328970054339573
0.018633333333333425,-2.9589999999999996,-0.00016658089096093225,0.0012725761726275879,0.000017943993127713124
0.0193000000000001,-2.9568,-0.0001730961507244901,0.0013320316414921168,0.00002303780610248941
0.019916666666666784,-2.9545999999999997,-0.00018037058907143655,0.0013517243769947294,0.0000215313918444495
0.020566666666666785,-2.9524,-0.00018659630310199367,0.00140621810682736,0.000021515096697815753
0.021083333333333478,-2.9501999999999997,-0.00019249838143483767,0.001444694176534968,0.00001846190876532819
0.021750000000000158,-2.948,-0.00019693094487839753,0.0015044130525339555,0.00002023313093300643
0.02250000000000017,-2.9457999999999998,-0.00020551450599161952,0.0015560391393459445,0.00002449457273918961
0.023083333333333515,-2.9436,-0.00021277381188525253,0.0015777548449924326,0.00002651832269951832
0.023650000000000202,-2.9414,-0.00021661723563933506,0.0016279661370678185,0.000024995729153247787
0.023650000000000202,-2.9392,-0.00021661723563933506,0.0016279661370678185,0.000024995729153247787
0.02495000000000025,-2.937,-0.0002288835919534507,0.0017473979985285779,0.000024173799366731594
0.025633333333333605,-2.9348,-0.00023848016075426201,0.001770978380680684,0.00002335565437525856
0.026283333333333624,-2.9326,-0.0002438526866879909,0.0018169619315913932,0.000026417724627261215
0.02676666666666698,-2.9303999999999997,-0.0002489575389598377,0.0018701141777539931,0.00002933090586542244
0.027433333333333677,-2.9282,-0.0002526185686439978,0.0019144240711494588,0.000023798149171395093
0.028183333333333716,-2.9259999999999997,-0.00026525098080398964,0.0019774706579114947,0.0000309001249665492
0.02886666666666709,-2.9238,-0.0002733524414975351,0.00200906621068143,0.00002776017384210464
0.029283333333333775,-2.9215999999999998,-0.0002759764490168136,0.002023484808549873,0.000034101028148652243
0.03001666666666716,-2.9194,-0.0002829693650663015,0.002111501960688735,0.000025457887404259258
0.030583333333333844,-2.9172,-0.00028704842624544853,0.002168076174801726,0.000030763482272623316
0.03130000000000055,-2.915,-0.00029480191095848234,0.002212404661395586,0.00003461120853176046
0.03201666666666724,-2.9128,-0.0003061860677847448,0.002253625199295743,0.0000331441899920206
0.03258333333333389,-2.9105999999999996,-0.0003140483852038001,0.002283303677722821,0.000030580802289524565
0.03313333333333386,-2.9084,-0.0003155471241089654,0.0023332826613865674,0.000040288467972197293
0.03313333333333386,-2.9062,-0.0003155471241089654,0.0023332826613865674,0.000040288467972197293
0.03461666666666714,-2.904,-0.0003317540623355913,0.0024646783663255178,0.00003655708085257408
0.035116666666667136,-2.9017999999999997,-0.0003394613293065264,0.0024946754595190778,0.000040134056152893505
0.035850000000000444,-2.8996,-0.00035216267689999753,0.002499732215482533,0.00004378578135081546
0.036383333333333774,-2.8973999999999998,-0.00035109645191484004,0.002573501033323483,0.00004003778693247297
0.03700000000000042,-2.8952,-0.00035929045271443117,0.002640563536652317,0.00003570123680135682
0.037633333333333754,-2.893,-0.0003676005114741964,0.0026752829865785005,0.0000383734920639583
0.03836666666666706,-2.8908,-0.0003754646447224454,0.0027059352685552826,0.00004242172793133373
0.039100000000000426,-2.8886,-0.0003859302341149181,0.0027836133749372083,0.000045182500706543436
0.03958333333333373,-2.8864,-0.0003928955279438642,0.0027940295144171768,0.00004724580140074585
0.0402333333333337,-2.8842,-0.0003974058221383956,0.002852414640354796,0.00004275146421485272
0.040833333333333666,-2.8819999999999997,-0.00040214207550631076,0.0029103234084618354,0.00003997264632758431
0.04153333333333366,-2.8798,-0.0004145068783837678,0.002967625385619241,0.0000391856512231511
0.042316666666666995,-2.8775999999999997,-0.0004197987032768542,0.003045221808375968,0.00004841889237766464
0.042833333333333605,-2.8754,-0.0004314726799289386,0.003025188183130938,0.00005239858935905061
0.04356666666666692,-2.8731999999999998,-0.00044128601931928396,0.0030679987065041895,0.000054993657374820086
0.044150000000000265,-2.871,-0.00044476280366044664,0.003167873194703234,0.00005245821440274628
0.04471666666666686,-2.8688,-0.0004438910229627671,0.0032267745617430895,0.000049002800006078096
0.04541666666666682,-2.8666,-0.00046243618064707964,0.0032591351020207333,0.00005102140020523482
0.04606666666666682,-2.8644,-0.00047038472305502483,0.0032744129120304386,0.00005252288767362507
0.046816666666666756,-2.8621999999999996,-0.00047763358244415555,0.0033446741655421583,0.00005699133954168621
0.04740000000000007,-2.86,-0.000486734014416885,0.0033650067536987387,0.00005706595494201641
0.047900000000000054,-2.8577999999999997,-0.0004917532070763376,0.0033983292374956376,0.00006133968973772716
0.04858333333333339,-2.8556,-0.0004994391852861448,0.0034480054283443817,0.00005478830370882709
0.04931666666666669,-2.8533999999999997,-0.0005020228005162835,0.0035491277718822565,0.00005273778714847248
0.05001666666666666,-2.8512,-0.0005186063213111592,0.0035924602214810427,0.00005631136658633819
0.050766666666666654,-2.8489999999999998,-0.0005269128888833199,0.0036131851225959743,0.00006630391074737769
0.05118333333333328,-2.8468,-0.0005341792446102269,0.003585459894091975,0.00006771280465862133
0.05188333333333323,-2.8446,-0.000537822536460321,0.003709084486217389,0.00005233623192062157
0.05256666666666652,-2.8423999999999996,-0.0005513720827641486,0.0037665368705843486,0.000051666921260503366
0.053116666666666534,-2.8402,-0.0005451377905109866,0.003826274936313856,0.00006443429965607784
0.05388333333333312,-2.8379999999999996,-0.0005703491127154063,0.003843975674023653,0.00005791929866484202
0.05461666666666643,-2.8358,-0.0005813709352070741,0.0038773379599267173,0.00006367259858054502
0.055299999999999745,-2.8335999999999997,-0.0005870033648629013,0.003908904642384406,0.0000732101675621515
0.055883333333333056,-2.8314,-0.0005937200280741831,0.003992362393995603,0.00006430703815630348
0.05641666666666635,-2.8291999999999997,-0.0006032302659941051,0.003995395586158086,0.00007001628670096629
0.05704999999999966,-2.827,-0.0006102328008741655,0.004032664235658947,0.00006131977972429145
0.057883333333332954,-2.8247999999999998,-0.0006118094468197212,0.004147705173575218,0.00006705718784890427
0.05853333333333293,-2.8226,-0.0006275217427020244,0.004195593637764673,0.00008339642586913001
0.05919999999999959,-2.8204,-0.0006408820096330095,0.0041626376722154875,0.00007625552785628755
0.05986666666666623,-2.8182,-0.0006542229504190166,0.004174723201484105,0.00008422405578641413
0.06039999999999956,-2.816,-0.0006533603654047932,0.004222043290961924,0.00007496038509331904
0.06104999999999955,-2.8137999999999996,-0.0006639803108481954,0.004336032084853711,0.00007413737728812794
0.06176666666666619,-2.8116,-0.0006693525089041528,0.004392215125833001,0.00007312296657856797
0.06238333333333282,-2.8093999999999997,-0.0006732084956942724,0.004412394172901687,0.00008275906599763167
0.06306666666666613,-2.8072,-0.0006929858497602715,0.004412816675739529,0.00007408321007864875
0.06394999999999947,-2.8049999999999997,-0.0007081402513714729,0.004462235158822227,0.00008703090210622915
0.06454999999999943,-2.8028,-0.0007163666755588688,0.004494941997293238,0.00008652910550749891
0.06496666666666605,-2.8005999999999998,-0.0007093685050592771,0.004567273513652163,0.00008132770072097159
0.06569999999999925,-2.7984,-0.0007371680675166664,0.0045686425332161235,0.00007914504592092657
0.06619999999999919,-2.7962,-0.0007419514083069682,0.004576223117085101,0.00009745478932577559
0.06716666666666582,-2.7939999999999996,-0.0007424482191813981,0.004723739824439796,0.00008168711266259882
0.06783333333333243,-2.7918,-0.000762818918670103,0.004745201812082124,0.00008924120278532558
0.06846666666666568,-2.7896,-0.0007755840036318564,0.004780144947035304,0.00009679279824664223
0.06904999999999897,-2.7874,-0.0007859827238825036,0.004714108931231866,0.00010489640430970297
0.06966666666666557,-2.7851999999999997,-0.0007871081036074656,0.004766549248316786,0.00009133803230909072
0.0703833333333322,-2.783,-0.0007999789204288849,0.004834001913056339,0.00008725677608517068
0.07106666666666549,-2.7807999999999997,-0.0008082563021047465,0.004959643058256362,0.0001075791945311693
0.07173333333333208,-2.7786,-0.000813471276153638,0.004953260267066211,0.00010444112724561494
0.072433333333332,-2.7763999999999998,-0.0008286874180190238,0.004985385323559932,0.00010322593268534942
0.07304999999999862,-2.7742,-0.0008488589136662853,0.00496707170743265,0.00011563214948144806
0.07389999999999856,-2.772,-0.0008587154370809432,0.005018811939134382,0.00009441759389889877
0.07453333333333188,-2.7698,-0.0008655192395749955,0.005050679723650159,0.00012293138094580675
0.07498333333333188,-2.7676,-0.0008601340607962124,0.005102051160126052,0.00010391233249040319
0.07558333333333184,-2.7653999999999996,-0.0008809094117517153,0.005163452987812207,0.00010840186153986124
0.07634999999999846,-2.7632,-0.0008845603902636645,0.005129769012968738,0.00011282285364680774
0.07714999999999843,-2.7609999999999997,-0.0008999968922481271,0.005233681891877904,0.00010690041889735186
0.07788333333333172,-2.7588,-0.0009141293465402423,0.005254862977120728,0.00009252199580824953
0.0785833333333317,-2.7565999999999997,-0.0009269255747616106,0.00528427431464413,0.0001237330335107526
0.07909999999999834,-2.7544,-0.0009542305867364423,0.005221958345044195,0.00012846446332541415
0.07966666666666496,-2.7521999999999998,-0.0009434687833584094,0.005240262228379712,0.00011791115812209992
0.08039999999999824,-2.75,-0.00095744675341568,0.005378075397820773,0.00009222157395985604
0.08114999999999821,-2.7478,-0.0009568850028100303,0.005429357346053328,0.00014085340290037797
0.08114999999999821,-2.7456,-0.0009568850028100303,0.005429357346053328,0.00014085340290037797
0.08251666666666482,-2.7434,-0.0009904811738833457,0.005512329381188201,0.00011620090644703937
0.08324999999999809,-2.7412,-0.0010010290258023159,0.00544368986246338,0.0001424039950160612
0.08384999999999805,-2.739,-0.0010271717416030443,0.005366348363451864,0.00015269431877323409
0.08459999999999797,-2.7367999999999997,-0.001032175898021475,0.005472420720571807,0.00014131895657115714
0.08523333333333127,-2.7346,-0.0010350730542080429,0.005565742931956689,0.00013868450091473295
0.08584999999999789,-2.7323999999999997,-0.0010443248568720758,0.005548030362991344,0.0001204449845741947
0.08638333333333115,-2.7302,-0.0010457791609558833,0.005614094724625393,0.0001524510707734738
0.08716666666666441,-2.7279999999999998,-0.0010716764828800113,0.005577249364164054,0.00010686282228162871
0.08808333333333099,-2.7258,-0.0010847343472341047,0.005648859798929485,0.00015544298138237545
0.08868333333333099,-2.7236,-0.0010929272247761966,0.005601016683624472,0.00018721434022166548
0.08941666666666431,-2.7214,-0.0011217132017181785,0.005616030692831361,0.00013833962940998395
0.08998333333333094,-2.7192,-0.001111322040954248,0.005720457260439889,0.00014739782174219047
0.09053333333333094,-2.7169999999999996,-0.0011314871023186586,0.005622846232113788,0.00013156972322185263
0.09113333333333087,-2.7148,-0.0011383090923956542,0.005626943514538859,0.0001440978675547022
0.0920333333333308,-2.7126,-0.00114690318716822,0.005842543368945053,0.00016472345883264324
0.0929166666666641,-2.7104,-0.001167926625054068,0.005747444242166943,0.00015746550558783456
0.09346666666666407,-2.7081999999999997,-0.0011832963716486547,0.005798526359540599,0.00016772401223092396
0.0940999999999974,-2.706,-0.0011892054826844517,0.005789176535762987,0.0001989450784811857
0.09478333333333067,-2.7037999999999998,-0.0012192717114330742,0.005685054432100806,0.00018229270801926897
0.09546666666666394,-2.7016,-0.0012344035051124569,0.005685916700089733,0.0001700310077956387
0.09611666666666387,-2.6994,-0.001227576590161702,0.005806083745135977,0.0001988809013268689
0.09686666666666373,-2.6971999999999996,-0.0012368557260837682,0.005908816229027097,0.00013367793240412308
0.09756666666666368,-2.695,-0.0012465852823117481,0.005919855750701573,0.00019700593628749178
0.0981833333333303,-2.6928,-0.0012619794798669997,0.005861628743257262,0.0001643603181171221
0.09888333333333027,-2.6906,-0.0012750553448392218,0.005801633127828024,0.00016428105848629527
0.0997166666666635,-2.6883999999999997,-0.0013120490550619745,0.005754189511442656,0.00022508154205058188
0.10044999999999678,-2.6862,-0.0013263155882416962,0.005808176489336012,0.0002141420031709715
0.10098333333333004,-2.6839999999999997,-0.0013358246015567092,0.005848831210099201,0.00018807986270041465
0.10166666666666331,-2.6818,-0.0013356494966965905,0.0058492487823538,0.0001896276567289156
0.1023166666666633,-2.6795999999999998,-0.0013451644736681492,0.005922120711689781,0.00020722092937743784
0.1023166666666633,-2.6774,-0.0013451644736681492,0.005922120711689781,0.00020722092937743784
0.10379999999999649,-2.6752,-0.0013700209108165622,0.005837956221142994,0.00022758869017190073
0.10463333333332975,-2.673,-0.001402480938784825,0.005916585671162401,0.0001965109384592814
0.10543333333332967,-2.6708,-0.0014155521446310726,0.005862474774675057,0.0002474124252964931
0.1059333333333296,-2.6685999999999996,-0.0014214859644430073,0.005778870223621907,0.0002687654011997366
0.10646666666666288,-2.6664,-0.001449193404195657,0.005833672051089666,0.00023224270535009906
0.10646666666666288,-2.6642,-0.001449193404195657,0.005833672051089666,0.00023224270535009906
0.10792083333332943,-2.662,-0.001470076961386396,0.005811957531075337,0.00023249076668100294
0.10867499999999602,-2.6597999999999997,-0.0014624212188634426,0.005816296849268473,0.00019583847201679934
0.10941249999999597,-2.6576,-0.0014629360643564776,0.0058782109688300084,0.00021344002983484918
0.11017083333332921,-2.6553999999999998,-0.001511102951220894,0.005849534806876836,0.00014662761109108564
0.1107791666666625,-2.6532,-0.0015136147611255208,0.005804999791599981,0.0002650060541212609
0.11141249999999575,-2.651,-0.0015427286132444617,0.005709760343526333,0.0002713945376264462
0.11201666666666235,-2.6487999999999996,-0.0015747929572321616,0.005566064076234551,0.00023826576935065036
0.11292685185184743,-2.6466,-0.0015820132278906373,0.0057166290217057205,0.0002511264824209688
0.1135453703703659,-2.6444,-0.001576290031825738,0.005748016209825843,0.000184030653458811
0.11419907407406955,-2.6422,-0.0015838733490767321,0.005726679522039676,0.0002455592547017488
0.11488194444443987,-2.6399999999999997,-0.0015853103159412499,0.005736020055502608,0.00019256079604394424
0.11563749999999537,-2.6378,-0.0016091789601453959,0.005628133591094411,0.00020927685227756872
0.11636863425925453,-2.6355999999999997,-0.001632591686588788,0.005516473995295466,0.00020547100531578518
0.11711782407406927,-2.6334,-0.0016428797262463353,0.005616384645652309,0.0002969946080389291
0.11788414351851363,-2.6311999999999998,-0.0016806482896699945,0.005522402846921487,0.0002681635234735657
0.11854664351851357,-2.6289999999999996,-0.0016895878491598132,0.005522035382847325,0.00017828594644182086
0.11912265740740242,-2.6268,-0.0016971026146291523,0.005461936536060807,0.00025721102608326275
0.11964517129629128,-2.6246,-0.0016946385923129594,0.00555131424169277,0.00018957544017300025
0.12043962037036526,-2.6224,-0.0017173543366262008,0.005469034837619138,0.00018670200666527067
0.12130328703703187,-2.6201999999999996,-0.001726124218336265,0.00544801008299605,0.00014508830144054774
0.12209216392667659,-2.618,-0.001755284276884289,0.005312278714003649,0.00021841490394515655
0.12209216392667659,-2.6158,-0.001755284276884289,0.005312278714003649,0.00021841490394515655
0.12356489415626835,-2.6136,-0.0017976360918773202,0.005278296331430558,0.00019533814225799692
0.12413355463434843,-2.6113999999999997,-0.0018318134220837916,0.005164071272360464,0.00025004723115634
0.1247158884400929,-2.6091999999999995,-0.0018180027069005422,0.005051506714024536,0.00017981571579652597
0.1254419528769788,-2.6069999999999998,-0.0018389105954340695,0.005130649944551696,0.00019528393824127502
0.12623983856744825,-2.6048,-0.0018617397077680582,0.005103639864587838,0.00015945821687742175
0.12714641740057572,-2.6026,-0.0018609176456382014,0.005091620694368767,0.00013538940941949543
0.12778229896876844,-2.6004,-0.0018680375875320667,0.004930004244750289,0.00019750695819568124
0.1284118570863423,-2.5982,-0.0018843677076021176,0.0048843396907533206,0.0002425661447913085
0.12909558660285375,-2.596,-0.0018842715980447694,0.004899261808537566,0.00023571528182431603
0.12983634631317184,-2.5938,-0.001946498941941672,0.004623937805457122,0.00027137753276047576
0.1305952858205014,-2.5915999999999997,-0.00199828321055522,0.0046200127813553395,0.0002750464094304556
0.13133768064425777,-2.5894,-0.001968272433823527,0.004552425168185993,0.0002811521722503382
0.1320175258861702,-2.5871999999999997,-0.001993368425070659,0.004628272905529274,0.0003208295856036594
0.13278131384512468,-2.585,-0.001995690955836373,0.004443181617957942,0.00018859694266078696
0.13343815014049243,-2.5827999999999998,-0.0020100923715337337,0.004345012163738108,0.0003296190635138051
0.13415647014351245,-2.5806,-0.001977502093093693,0.004423044704033034,0.0002708064983142154
0.13489088612496927,-2.5784,-0.002048440443810853,0.003932095925378493,0.00023163150506006573
0.13580812650314095,-2.5762,-0.002054229955581259,0.004163732190131576,0.0004260259699904736
0.13656742907526753,-2.574,-0.002111458414339247,0.003968957635909577,0.0004554909378851276
0.1371750456805394,-2.5717999999999996,-0.00216384511892683,0.0038329509484688745,0.0004457419694676636
0.13785611916460686,-2.5696,-0.0021248431836433093,0.0037839489288405497,0.0004056287918228233
0.13853320351395218,-2.5674,-0.0021302451647627783,0.0036802151024631566,0.0004525349620210356
0.1391740198734876,-2.5652,-0.0021148512658588792,0.0035502567265819317,0.0003441645876854122
0.14007761981142225,-2.5629999999999997,-0.0021373896837079656,0.003619899285504706,0.00028218074820685795
0.1408227652130962,-2.5608,-0.0021698359765805917,0.003419588910350483,0.00044568556595783385
0.14161554508311097,-2.5585999999999998,-0.0021968013490714757,0.0031222068599965655,0.0005058064403119578
0.14235744238069004,-2.5564,-0.002259682404976241,0.003116960656115654,0.0004554311631302968
0.14297367997528623,-2.5542,-0.002288523548265288,0.002847797284330893,0.000554231675923416
0.14365596902124675,-2.5519999999999996,-0.0022978016207914087,0.002870609669940307,0.00043438237137343106
0.1444185779266564,-2.5498,-0.002296950653101197,0.0026877166000686,0.00044517328201758744
0.14522273573844466,-2.5476,-0.0023321697081216783,0.0024893912682236534,0.0005662153000135289
0.14591717027911896,-2.5454,-0.0023549330104087585,0.0021858715052642057,0.00043739124233011016
0.1467459095332975,-2.5431999999999997,-0.002361381824667733,0.002265041437742986,0.0004243179772396176
0.1474957556256116,-2.541,-0.0023610306388180896,0.002236619263804563,0.0005954318827854556
0.14817968227176792,-2.5387999999999997,-0.002391347046820913,0.0017438442472778263,0.0005817422105023622
0.14885348154658795,-2.5366,-0.002442935158693331,0.0016590185052840747,0.0007759134694870964
0.14955940935669074,-2.5343999999999998,-0.0024800198495264335,0.001625151803300226,0.0005184382177397694
0.15034276824875478,-2.5321999999999996,-0.002558152049109156,0.001300223917311942,0.000593932892275507
0.15112414869236518,-2.53,-0.0025748854568391644,0.001164167829939792,0.0006350174154474495
0.15185493785305101,-2.5278,-0.0025797767018475143,0.0008157865257628121,0.0005819385705007457
0.15253842238127346,-2.5256,-0.00260705258286414,0.0006146481259846433,0.0006296683774152451
0.15329646080583245,-2.5233999999999996,-0.002601505390524931,0.000671424984115742,0.0006555578552651274
0.1540304315104181,-2.5212,-0.0026220253580736576,0.0003000160708449035,0.0007400796302589936
0.15473959010033778,-2.5189999999999997,-0.0026396052631911028,0.00023814213438679572,0.0008276052639987559
0.15550774950151777,-2.5168,-0.0026927554760728537,0.0000029320538743023226,0.000723588318384528
0.1562779244331596,-2.5145999999999997,-0.002792385450446326,-0.0004014377166421574,0.000591285483901585
0.15705703879681207,-2.5124,-0.0028476033258261414,-0.0006049652233689953,0.0007860357174186844
0.15784600071556795,-2.5101999999999998,-0.002835670267337516,-0.0007556010448748436,0.0004666792858011702
0.1584936015887957,-2.508,-0.002867914589918941,-0.001156218759769039,0.0007366437086162918
0.15919151953783364,-2.5058,-0.0028650273833921687,-0.0012447638539924662,0.0004747360020238413
0.15919151953783364,-2.5036,-0.0028650273833921687,-0.0012447638539924662,0.0004747360020238413
0.1608602259756043,-2.5014,-0.0029206811546545423,-0.0015460135276315987,0.0006539225157623243
0.16162925835812508,-2.4991999999999996,-0.002981920398453227,-0.0020610932036530475,0.0005016796274948546
0.16229084225688933,-2.497,-0.0030049321423023735,-0.0023410975451486414,0.0004455972711170717
0.16296011113890735,-2.4947999999999997,-0.0030799350583694935,-0.0026171479344852797,0.0006450002127349154
0.1638466912826378,-2.4926,-0.0031230748644090088,-0.0029168491654785462,0.0002685725368986041
0.16448180989294056,-2.4904,-0.0031246496443394,-0.003142276046513732,0.0004104137386239191
0.16527539357718998,-2.4882,-0.0031347584381952033,-0.0031458476939131685,0.00032219029257636914
0.16607132018351858,-2.4859999999999998,-0.003153689479474011,-0.0032648717898134017,0.000016228377168605966
0.16683464654665053,-2.4838,-0.003221605357979999,-0.0039082453971800305,0.00022574583286051245
0.16758425093956203,-2.4816,-0.0032691479571868597,-0.0044028376707375165,0.00019698126411017006
0.16831304639462252,-2.4794,-0.003316858640652113,-0.00457485995663488,0.00027643049994391643
0.16906719242164478,-2.4772,-0.0033039760386198184,-0.004951941371465796,0.00037920966807423437
0.16980969947278948,-2.4749999999999996,-0.003355903961236733,-0.005289240890524647,0.00016260210908108788
0.170651309564293,-2.4728,-0.003395927395166605,-0.005317568903084433,0.00009721798217504858
0.170651309564293,-2.4706,-0.003395927395166605,-0.005317568903084433,0.00009721798217504858
0.17217316787995537,-2.4684,-0.003453547168850081,-0.005869049740851101,-0.00014347403706453426
0.17293388149413702,-2.4661999999999997,-0.00354557554726961,-0.006777451052041881,-0.0003060635599653331
0.17293388149413702,-2.464,-0.00354557554726961,-0.006777451052041881,-0.0003060635599653331
0.17440200972858855,-2.4617999999999998,-0.003595943518382624,-0.007483804409913268,-0.0002769354010813246
0.17518578726193137,-2.4596,-0.0036780657878061054,-0.008041648326283521,0.000059017297691788925
