# n,energy,berry,bcd_x,bcd_y
0.0000006666666666666666,-3.023157476231153,0.000000005796869497944661,0.0000000000000000000000008615258880755598,0.00000000000000000000000051197972769695
0.016981333333333334,-2.96269432670653,0.0001715539105445683,0.0004640981193531273,-0.0000000016075679103832175
0.034362,-2.902231177181907,0.00037435500501773367,0.0013380944401117484,0.000000002348483386970993
0.052122,-2.8417680276572836,0.0006110081306397185,0.0024145302452409805,0.0000000021125173066131506
0.07025866666666666,-2.781304878132661,0.0008854452235055088,0.0034958791262845916,0.0000000005493119182676542
0.088806,-2.720841728608038,0.0012000520238147547,0.0043192471421787245,0.0000000008899972236449603
0.10778399999999999,-2.6603785790834147,0.0015654803446256578,0.004444843429847655,-0.000012087646657926601
0.12727266666666667,-2.5999154295587914,0.00199221808233962,0.0034586418927061917,0.000032715349017229486
0.147288,-2.5394522800341686,0.0025104935661873877,0.00012286296852177553,0.00010500274553570344
0.16795133333333334,-2.4789891305095457,0.0031671596662641967,-0.007547719720167689,0.00022559058964217465
0.18934266666666666,-2.4185259809849224,0.004098518633788927,-0.023420371669364757,0.00041560455100096315
0.211808,-2.358062831460299,0.005727199579049713,-0.05434136462995678,0.0006965418943635399
0.236008,-2.2975996819356763,0.009548878491795525,-0.10174204541852432,0.001075481769027273
0.26546866666666663,-2.2371365324110535,0.021348773030576088,-0.11248232342223717,0.0014943355729114423
0.28826466666666667,-2.17667338288643,0.04474735097996142,-1.1021149777294796,0.0017428219725718543
0.306468,-2.116210233361807,0.18178843436583061,-3.317399557799572,0.09149004681082815
0.3219,-2.055747083837184,-0.1422137928928716,2.744865550120274,-0.007075570761965968
0.3360113333333334,-1.995283934312561,-0.3726849010910364,2.297727497830379,-0.004303710498310071
0.35979866666666666,-1.934820784787938,-0.6355767103669295,1.3248866880193875,0.0765930147443103
0.3833786666666667,-1.874357635263315,-0.4405971199109469,0.39612173075677326,0.04588488490490604
0.41077600000000003,-1.8138944857386918,-0.2647151539262901,0.015285391004391276,0.015410906908099474
0.443926,-1.7534313362140688,-0.1382664471998008,0.07064913979244225,0.0680411073752658
0.48357,-1.6929681866894455,0.04896871845619518,0.1622803312149329,0.02875018954800467
0.531708,-1.6325050371648226,-0.19609590231621177,0.26092398608461265,0.08430959373601034
0.5670553333333334,-1.5720418876401996,0.3501348385320079,0.10696114996614228,0.14750976200825616
0.6034246666666666,-1.5115787381155763,1.1187109552817318,-1.4374535869343088,0.01989359779289864
0.6463166666666667,-1.4511155885909535,2.125134363049974,-2.358790013999574,-0.2914034932141447
0.6730993333333334,-1.3906524390663304,2.3068647310135084,-0.9435893526954193,-0.28185301565317783
0.692768,-1.3301892895417073,2.52573730954759,0.8948373088258587,-0.14984587670625799
0.7065926666666668,-1.2697261400170843,2.0646215030359953,-0.5825214166526566,-0.06553746967662853
0.7220306666666666,-1.2092629904924612,1.4002654643888892,-0.917132655437213,-0.022831642678305362
0.7434473333333332,-1.1487998409678382,0.7568597616040511,-1.367813780780219,-0.00016271337982181813
0.7649173333333333,-1.088336691443215,0.596919318405397,-0.3030262046503234,0.01139011028003894
0.7855813333333334,-1.027873541918592,0.5691498909635079,0.34938288378371485,0.013959779986672987
0.8037333333333333,-0.967410392393969,0.5584724700915067,0.36375153655604187,0.011716264710118612
0.820668,-0.9069472428693461,0.5583966349210032,0.2660019669277264,0.00871238072084454
0.836718,-0.8464840933447229,0.5630872164967845,0.16422061463892307,0.006382991732999486
0.8520286666666667,-0.7860209438200996,0.5707519088904306,0.0742515113376927,0.004743432790337649
