# n,energy,berry,bcd_x,bcd_y,qmd_x,qmd_y,stable
0.00000384375,0,-0.0000000000000013143465356997251,0.00000000000000000000000002474042827286439,0.000000000000000000000000000001392832535780849,0.00000000000000000000000000000032047474274603605,-0.00000000000000000000000003711072869095809,FmKanemele
0.006666666666666667,0,-0.000007872838039110743,-0.000000000000000000014546781374251926,0.000000000000000000012992677815008421,0.0000000000000000000028784602335318757,-0.0000000000000000000017587615514111107,FmKanemele
0.013333333333333334,0,-0.00005797944487261005,-0.00000000000000000005723959685427968,0.00000000000000000011167621720003662,0.000000000000000000050803100858467875,-0.00000000000000000006954164357040828,FmKanemele
0.02,0,-0.00019515094795266065,-0.0000000000000000002670264290500073,-0.000000000000000000049238865615838,-0.00000000000000000032526065174565133,0.00000000000000000008427434890916567,FmKanemele
0.02666666666666667,0,-0.0004664639883147373,0.0000000000000000007589415207398531,-0.0000000000000000002555239115864999,-0.0000000000000000001250749084284595,0.0000000000000000023973872320678875,FmKanemele
0.03333333333333333,0,-0.0007277362580812825,0.00000000000000000013219923899318011,0.0000000000000000002168404344971009,-0.000000000000000000509223291276019,0.0000000000000000004483611175167277,FmKanemele
0.04,0,-0.0009975887180957807,0.000000000000000002586051701956692,-0.0000000000000000004296724909920721,0.0000000000000000006438406734877531,-0.000000000000000000645844862488818,FmKanemele
0.04666666666666667,0,-0.0013291493253454242,-0.000000000000000004200337419132644,-0.0000000000000000004674432018980606,0.0000000000000000009887410276219116,0.0000000000000000021336328449241702,FmKanemele
0.05333333333333334,0,-0.0017192016936131175,0.00000000000000001281246958434821,0.0000000000000000002280143295368979,-0.000000000000000000012039855304881193,-0.000000000000000007781206657313018,FmKanemele
0.06,0,-0.002169973533700652,0.00000000000000002084865276280886,0.0000000000000000015668054686030278,0.0000000000000000019189489590583603,-0.000000000000000017401567349433075,FmKanemele
0.06666666666666667,0,-0.0026846596709896387,0.000000000000000003748208348557315,0.00000000000000000113066950023,0.0000000000000000001471288004145393,-0.000000000000000011821688373614161,FmKanemele
0.07333333333333333,0,-0.0032662564145201373,0.000000000000000005172182959871664,-0.000000000000000002254833177929164,0.0000000000000000003152645679772897,-0.000000000000000007408560674467532,FmKanemele
0.08,0,-0.0039185693790876495,0.000000000000000007319605520197001,0.000000000000000004906208606421375,-0.0000000000000000014169079597502302,0.0000000000000000016221540389332653,FmKanemele
0.08666666666666667,0,-0.004644593294299916,0.000000000000000007833528446353516,0,0.0000000000000000043163540865986046,-0.000000000000000013911878813386812,FmKanemele
0.09333333333333334,0,-0.005455805019904257,0.000000000000000013564962632446167,0,-0.0000000000000000007600720185923406,-0.00000000000000002287327434588668,FmKanemele
0.1,0,-0.006349035970141062,0.000000000000000012590494178161773,0.0000000000000000004103513194572973,0.0000000000000000008207026389145946,-0.000000000000000033155341131081,FmKanemele
0.10666666666666667,0,-0.007328431032291237,0.00000000000000002988577476785554,-0.000000000000000003618982346651979,0.000000000000000003469446951953614,-0.00000000000000003637606248766768,FmKanemele
0.11333333333333333,0,-0.00839795112779446,0.000000000000000018882371924646825,-0.000000000000000004666964818541927,0.0000000000000000003991726221961039,0.00000000000000002229026555269478,FmKanemele
0.12,0,-0.009561470942845764,0.000000000000000002230871677500018,-0.000000000000000006071173120047939,0.00000000000000000024771505489071926,-0.000000000000000014124066679221638,FmKanemele
0.12666666666666668,0,-0.0108265128996377,-0.00000000000000005379550955790272,-0.00000000000000001518952007057411,-0.000000000000000011634555872404107,-0.00000000000000005597690106758318,FmKanemele
0.13333333333333333,0,-0.012196301695287522,-0.000000000000000022138229883117634,-0.000000000000000011446295349734513,-0.00000000000000000865921942132197,-0.00000000000000004474722690506438,FmKanemele
0.14,0,-0.013675001143033461,-0.000000000000000008986500400725756,-0.000000000000000007728034886685202,0.000000000000000009932082893924589,0.0000000000000000066121440217181655,FmKanemele
0.14666666666666667,0,-0.01526991313031437,-0.00000000000000007751326882872246,-0.0000000000000000040335514818234596,-0.000000000000000009364951568855697,0.000000000000000038248736244224304,FmKanemele
0.15333333333333332,0,-0.016986003805853224,-0.000000000000000031236792331192223,0.0000000000000000058414206932466616,0.000000000000000004743947482586095,-0.00000000000000002974995518975875,FmKanemele
0.16,0,-0.018831477907110948,-0.000000000000000021010153794456883,-0.000000000000000019268905049840106,-0.0000000000000000061650055729664386,0.000000000000000004423756828349664,FmKanemele
0.16666666666666666,0,-0.02081114349526069,-0.000000000000000020816681711721685,0.000000000000000033946017556280903,-0.000000000000000013784231312407552,0.00000000000000000009355649540690483,FmKanemele
0.17333333333333334,0,-0.022935376331131182,-0.000000000000000006502385965008293,0.000000000000000013004771930016585,-0.000000000000000013004771930016585,0.00000000000000015726651744907193,FmKanemele
0.18,0,-0.02521180218457659,0.000000000000000014040728900189358,-0.00000000000000002840733998512852,0.000000000000000026452046876629702,0.0000000000000000485722573273506,FmKanemele
0.18666666666666668,0,-0.02764134008615676,0.000000000000000014390190779574183,-0.00000000000000003799392467858935,0,0.000000000000000051301836385991114,FmKanemele
0.19333333333333333,0,-0.030237372744098774,-0.00000000000000001406816574447612,0.000000000000000014930665490210826,-0.0000000000000000010528776823963687,0.00000000000000009441713148037944,FmKanemele
0.2,0,-0.03300026240596561,0.0000000000000001373851022413319,0.000000000000000022301802885404943,-0.000000000000000010605524169680074,0.0000000000000001233563037881335,FmKanemele
0.20666666666666667,0,-0.03594872138554037,-0.00000000000000003914090635596229,-0.000000000000000035651466461488775,0.000000000000000024764627134651616,-0.0000000000000001248201185002505,FmKanemele
0.21333333333333335,0,-0.03908501101834506,-0.000000000000000004920249739882639,0.000000000000000034366244432954846,-0.000000000000000014685245473424294,0.000000000000000046629116909549634,FmKanemele
0.22,0,-0.042418704064955584,0.00000000000000003413949532562118,-0.00000000000000008473993908765418,-0.00000000000000002677343412178395,-0.00000000000000009076059494470893,FmKanemele
